,date,containment_health_index_average
192095,2020-10-22,61.9
192096,2020-10-23,61.9
192097,2020-10-24,61.9
192098,2020-10-25,61.9
192099,2020-10-26,61.9
192100,2020-10-27,61.9
192101,2020-10-28,61.9
192102,2020-10-29,61.9
192103,2020-10-30,61.9
192104,2020-10-31,61.9
192105,2020-11-01,61.9
192106,2020-11-02,61.9
192107,2020-11-03,61.9
192108,2020-11-04,61.9
192109,2020-11-05,61.9
192110,2020-11-06,61.9
192111,2020-11-07,61.9
192112,2020-11-08,61.9
192113,2020-11-09,63.69
192114,2020-11-10,63.69
192115,2020-11-11,63.69
192116,2020-11-12,63.69
192117,2020-11-13,63.69
192118,2020-11-14,63.69
192119,2020-11-15,63.69
192120,2020-11-16,67.86
192121,2020-11-17,67.86
192122,2020-11-18,67.86
192123,2020-11-19,67.86
192124,2020-11-20,67.86
192125,2020-11-21,67.86
192126,2020-11-22,67.86
192127,2020-11-23,67.86
192128,2020-11-24,67.86
192129,2020-11-25,67.86
192130,2020-11-26,67.86
192131,2020-11-27,67.86
192132,2020-11-28,67.86
192133,2020-11-29,67.86
192134,2020-11-30,67.86
192135,2020-12-01,67.86
192136,2020-12-02,65.48
192137,2020-12-03,65.48
192138,2020-12-04,65.48
192139,2020-12-05,65.48
192140,2020-12-06,65.48
192141,2020-12-07,65.48
192142,2020-12-08,65.48
192143,2020-12-09,65.48
192144,2020-12-10,65.48
192145,2020-12-11,65.48
192146,2020-12-12,65.48
192147,2020-12-13,65.48
192148,2020-12-14,66.9
192149,2020-12-15,69.29
192150,2020-12-16,69.29
192151,2020-12-17,69.29
192152,2020-12-18,69.29
192153,2020-12-19,69.29
192154,2020-12-20,69.29
192155,2020-12-21,69.29
192156,2020-12-22,69.29
192157,2020-12-23,69.29
192158,2020-12-24,69.29
192159,2020-12-25,69.29
192160,2020-12-26,69.29
192161,2020-12-27,69.29
192162,2020-12-28,69.29
192163,2020-12-29,69.29
192164,2020-12-30,69.29
192165,2020-12-31,69.29
192166,2021-01-01,69.29
192167,2021-01-02,69.29
192168,2021-01-03,69.29
192169,2021-01-04,69.29
192170,2021-01-05,69.29
192171,2021-01-06,69.29
192172,2021-01-07,69.29
192173,2021-01-08,69.29
192174,2021-01-09,69.29
192175,2021-01-10,69.29
192176,2021-01-11,69.29
192177,2021-01-12,69.29
192178,2021-01-13,69.29
192179,2021-01-14,69.29
192180,2021-01-15,69.29
192181,2021-01-16,69.29
192182,2021-01-17,69.29
192183,2021-01-18,69.29
192184,2021-01-19,69.29
192185,2021-01-20,69.29
192186,2021-01-21,69.29
192187,2021-01-22,69.29
192188,2021-01-23,69.29
192189,2021-01-24,69.29
192190,2021-01-25,69.29
192191,2021-01-26,69.29
192192,2021-01-27,69.29
192193,2021-01-28,69.29
192194,2021-01-29,69.29
192195,2021-01-30,69.29
192196,2021-01-31,69.29
192197,2021-02-01,69.29
192198,2021-02-02,69.29
192199,2021-02-03,66.9
192200,2021-02-04,66.9
192201,2021-02-05,66.9
192202,2021-02-06,66.9
192203,2021-02-07,66.9
192204,2021-02-08,66.9
192205,2021-02-09,66.9
192206,2021-02-10,66.9
192207,2021-02-11,66.9
192208,2021-02-12,66.9
192209,2021-02-13,66.9
192210,2021-02-14,66.9
192211,2021-02-15,66.9
192212,2021-02-16,66.9
192213,2021-02-17,66.9
192214,2021-02-18,66.9
192215,2021-02-19,66.9
192216,2021-02-20,66.9
192217,2021-02-21,66.9
192218,2021-02-22,66.9
192219,2021-02-23,66.9
192220,2021-02-24,66.9
192221,2021-02-25,66.9
192222,2021-02-26,66.9
192223,2021-02-27,68.33
192224,2021-02-28,68.33
192225,2021-03-01,68.33
192226,2021-03-02,68.33
192227,2021-03-03,68.33
192228,2021-03-04,65.95
192229,2021-03-05,65.95
192230,2021-03-06,65.95
192231,2021-03-07,65.95
192232,2021-03-08,65.95
192233,2021-03-09,65.95
192234,2021-03-10,64.76
192235,2021-03-11,64.76
192236,2021-03-12,64.76
192237,2021-03-13,64.76
192238,2021-03-14,64.76
192239,2021-03-15,64.76
192240,2021-03-16,64.76
192241,2021-03-17,64.76
192242,2021-03-18,64.76
192243,2021-03-19,64.76
192244,2021-03-20,64.76
192245,2021-03-21,64.76
192246,2021-03-22,64.76
192247,2021-03-23,61.19
192248,2021-03-24,61.19
192249,2021-03-25,61.19
192250,2021-03-26,61.19
192251,2021-03-27,61.19
192252,2021-03-28,61.19
192253,2021-03-29,59.4
192254,2021-03-30,60.83
192255,2021-03-31,60.83
192256,2021-04-01,60.83
192257,2021-04-02,60.09
192258,2021-04-03,60.08
192259,2021-04-04,60.07
192260,2021-04-05,60.05
192261,2021-04-06,60.03
192262,2021-04-07,60.01
192263,2021-04-08,59.98
192264,2021-04-09,59.95
192265,2021-04-10,59.94
192266,2021-04-11,59.93
192267,2021-04-12,59.91
192268,2021-04-13,59.89
192269,2021-04-14,59.87
192270,2021-04-15,59.85
192271,2021-04-16,59.83
192272,2021-04-17,59.81
192273,2021-04-18,59.81
192274,2021-04-19,62.65
192275,2021-04-20,62.63
192276,2021-04-21,62.61
192277,2021-04-22,62.59
192278,2021-04-23,62.57
192279,2021-04-24,62.56
192280,2021-04-25,62.55
192281,2021-04-26,62.53
192282,2021-04-27,62.52
192283,2021-04-28,62.49
192284,2021-04-29,62.47
192285,2021-04-30,62.45
192286,2021-05-01,62.44
192287,2021-05-02,62.43
192288,2021-05-03,62.42
192289,2021-05-04,62.4
192290,2021-05-05,62.38
192291,2021-05-06,62.36
192292,2021-05-07,62.34
192293,2021-05-08,62.33
192294,2021-05-09,63.51
192295,2021-05-10,63.5
192296,2021-05-11,66.67
192297,2021-05-12,66.67
192298,2021-05-13,66.67
192299,2021-05-14,66.67
192300,2021-05-15,66.67
192301,2021-05-16,64.88
192302,2021-05-17,64.88
192303,2021-05-18,64.88
192304,2021-05-19,64.88
192305,2021-05-20,64.88
192306,2021-05-21,64.88
192307,2021-05-22,64.88
192308,2021-05-23,61.9
192309,2021-05-24,61.9
192310,2021-05-25,61.9
192311,2021-05-26,61.9
192312,2021-05-27,61.9
192313,2021-05-28,61.9
192314,2021-05-29,61.9
192315,2021-05-30,61.9
192316,2021-05-31,61.9
192317,2021-06-01,61.9
192318,2021-06-02,61.9
192319,2021-06-03,61.9
192320,2021-06-04,61.9
192321,2021-06-05,61.9
192322,2021-06-06,61.9
192323,2021-06-07,61.9
192324,2021-06-08,61.9
192325,2021-06-09,61.9
192326,2021-06-10,58.46
192327,2021-06-11,58.45
192328,2021-06-12,58.44
192329,2021-06-13,58.44
192330,2021-06-14,63.78
192331,2021-06-15,63.78
192332,2021-06-16,63.77
192333,2021-06-17,63.76
192334,2021-06-18,63.76
192335,2021-06-19,63.75
192336,2021-06-20,63.75
192337,2021-06-21,63.75
192338,2021-06-22,63.74
192339,2021-06-23,63.74
192340,2021-06-24,63.73
192341,2021-06-25,63.73
192342,2021-06-26,63.73
192343,2021-06-27,63.72
192344,2021-06-28,63.72
192345,2021-06-29,63.72
192346,2021-06-30,63.71
192347,2021-07-01,63.71
192348,2021-07-02,63.71
192349,2021-07-03,63.7
192350,2021-07-04,63.7
192351,2021-07-05,63.7
192352,2021-07-06,63.7
192353,2021-07-07,63.69
192354,2021-07-08,55.96
192355,2021-07-09,55.95
192356,2021-07-10,55.95
192357,2021-07-11,55.95
192358,2021-07-12,55.95
192359,2021-07-13,55.94
192360,2021-07-14,55.94
192361,2021-07-15,55.94
192362,2021-07-16,55.93
192363,2021-07-17,55.93
192364,2021-07-18,55.93
192365,2021-07-19,55.93
192366,2021-07-20,55.93
192367,2021-07-21,55.92
192368,2021-07-22,55.92
192369,2021-07-23,55.92
192370,2021-07-24,55.91
192371,2021-07-25,55.91
192372,2021-07-26,54.99
192373,2021-07-27,54.99
192374,2021-07-28,54.99
192375,2021-07-29,54.98
192376,2021-07-30,54.98
192377,2021-07-31,54.97
192378,2021-08-01,54.97
192379,2021-08-02,54.97
192380,2021-08-03,54.96
192381,2021-08-04,54.96
192382,2021-08-05,54.96
192383,2021-08-06,54.95
192384,2021-08-07,54.95
192385,2021-08-08,54.95
192386,2021-08-09,54.94
192387,2021-08-10,56.72
192388,2021-08-11,56.72
192389,2021-08-12,56.71
192390,2021-08-13,58.4
192391,2021-08-14,58.4
192392,2021-08-15,58.39
192393,2021-08-16,59.5
192394,2021-08-17,59.49
192395,2021-08-18,59.48
192396,2021-08-19,59.47
192397,2021-08-20,59.45
192398,2021-08-21,59.44
192399,2021-08-22,59.43
192400,2021-08-23,59.42
192401,2021-08-24,61.32
192402,2021-08-25,61.31
192403,2021-08-26,61.3
192404,2021-08-27,61.29
192405,2021-08-28,61.28
192406,2021-08-29,61.28
192407,2021-08-30,61.27
192408,2021-08-31,61.26
192409,2021-09-01,58.65
192410,2021-09-02,58.64
192411,2021-09-03,58.63
192412,2021-09-04,58.63
192413,2021-09-05,58.62
192414,2021-09-06,58.62
192415,2021-09-07,58.61
192416,2021-09-08,58.6
192417,2021-09-09,58.6
192418,2021-09-10,58.59
192419,2021-09-11,58.58
192420,2021-09-12,58.58
192421,2021-09-13,58.57
192422,2021-09-14,58.57
192423,2021-09-15,58.56
192424,2021-09-16,58.55
192425,2021-09-17,58.54
192426,2021-09-18,58.54
192427,2021-09-19,58.53
192428,2021-09-20,58.53
192429,2021-09-21,58.52
192430,2021-09-22,58.52
192431,2021-09-23,58.51
192432,2021-09-24,58.5
192433,2021-09-25,58.5
192434,2021-09-26,58.5
192435,2021-09-27,58.49
192436,2021-09-28,58.49
192437,2021-09-29,58.48
192438,2021-09-30,58.48
192439,2021-10-01,58.47
192440,2021-10-02,58.46
192441,2021-10-03,58.46
192442,2021-10-04,58.46
192443,2021-10-05,58.45
192444,2021-10-06,58.45
192445,2021-10-07,58.44
192446,2021-10-08,58.44
192447,2021-10-09,58.43
192448,2021-10-10,58.43
192449,2021-10-11,58.43
192450,2021-10-12,58.42
192451,2021-10-13,58.42
192452,2021-10-14,58.42
192453,2021-10-15,58.41
192454,2021-10-16,58.41
192455,2021-10-17,58.41
192456,2021-10-18,58.4
192457,2021-10-19,58.4
192458,2021-10-20,58.4
192459,2021-10-21,58.39
192460,2021-10-22,58.39
192461,2021-10-23,58.39
192462,2021-10-24,58.38
192463,2021-10-25,58.38
192464,2021-10-26,58.38
192465,2021-10-27,58.37
192466,2021-10-28,58.37
192467,2021-10-29,58.36
192468,2021-10-30,58.36
192469,2021-10-31,58.36
192470,2021-11-01,58.36
192471,2021-11-02,58.35
192472,2021-11-03,58.35
192473,2021-11-04,58.35
192474,2021-11-05,58.34
192475,2021-11-06,58.34
192476,2021-11-07,58.34
192477,2021-11-08,56.92
192478,2021-11-09,56.91
192479,2021-11-10,56.91
192480,2021-11-11,56.9
192481,2021-11-12,56.89
192482,2021-11-13,56.89
192483,2021-11-14,56.89
192484,2021-11-15,56.88
192485,2021-11-16,57.95
192486,2021-11-17,57.95
192487,2021-11-18,57.94
192488,2021-11-19,57.94
192489,2021-11-20,57.94
192490,2021-11-21,57.93
192491,2021-11-22,57.93
192492,2021-11-23,57.92
192493,2021-11-24,57.92
192494,2021-11-25,57.92
192495,2021-11-26,57.92
192496,2021-11-27,60.08
192497,2021-11-28,60.07
192498,2021-11-29,60.07
192499,2021-11-30,56.09
192500,2021-12-01,56.08
192501,2021-12-02,56.07
192502,2021-12-03,56.05
192503,2021-12-04,56.04
192504,2021-12-05,56.04
192505,2021-12-06,56.03
192506,2021-12-07,56.02
192507,2021-12-08,56.01
192508,2021-12-09,56.0
192509,2021-12-10,55.98
192510,2021-12-11,55.97
192511,2021-12-12,55.97
192512,2021-12-13,55.96
192513,2021-12-14,55.95
192514,2021-12-15,55.95
192515,2021-12-16,55.94
192516,2021-12-17,55.93
192517,2021-12-18,55.93
192518,2021-12-19,55.93
192519,2021-12-20,55.92
192520,2021-12-21,55.91
192521,2021-12-22,55.91
192522,2021-12-23,55.9
192523,2021-12-24,55.9
192524,2021-12-25,55.9
192525,2021-12-26,55.9
192526,2021-12-27,57.68
192527,2021-12-28,57.67
192528,2021-12-29,57.67
192529,2021-12-30,57.66
192530,2021-12-31,55.4
192531,2022-01-01,55.39
192532,2022-01-02,55.39
192533,2022-01-03,55.38
192534,2022-01-04,55.38
192535,2022-01-05,55.37
192536,2022-01-06,55.36
192537,2022-01-07,55.35
192538,2022-01-08,55.34
192539,2022-01-09,55.34
192540,2022-01-10,55.33
192541,2022-01-11,55.32
192542,2022-01-12,55.32
192543,2022-01-13,55.31
192544,2022-01-14,55.3
192545,2022-01-15,55.3
192546,2022-01-16,55.29
192547,2022-01-17,55.29
192548,2022-01-18,55.28
192549,2022-01-19,54.12
192550,2022-01-20,54.11
192551,2022-01-21,54.11
192552,2022-01-22,54.1
192553,2022-01-23,54.1
192554,2022-01-24,54.09
192555,2022-01-25,54.08
192556,2022-01-26,54.08
192557,2022-01-27,54.07
192558,2022-01-28,54.06
192559,2022-01-29,54.06
192560,2022-01-30,54.05
192561,2022-01-31,54.04
192562,2022-02-01,54.04
192563,2022-02-02,54.03
192564,2022-02-03,54.02
192565,2022-02-04,54.02
192566,2022-02-05,54.01
192567,2022-02-06,54.01
192568,2022-02-07,54.0
192569,2022-02-08,53.99
192570,2022-02-09,53.99
192571,2022-02-10,53.98
192572,2022-02-11,53.97
192573,2022-02-12,53.97
192574,2022-02-13,53.97
192575,2022-02-14,53.96
192576,2022-02-15,53.96
192577,2022-02-16,53.95
192578,2022-02-17,53.95
192579,2022-02-18,53.94
192580,2022-02-19,53.94
192581,2022-02-20,53.93
192582,2022-02-21,53.93
192583,2022-02-22,53.93
192584,2022-02-23,53.92
192585,2022-02-24,53.92
192586,2022-02-25,53.91
192587,2022-02-26,53.91
192588,2022-02-27,53.91
192589,2022-02-28,48.57
192590,2022-03-01,48.57
192591,2022-03-02,48.57
192592,2022-03-03,46.99
192593,2022-03-04,46.99
192594,2022-03-05,46.99
192595,2022-03-06,46.98
192596,2022-03-07,46.98
192597,2022-03-08,46.98
192598,2022-03-09,46.97
192599,2022-03-10,46.97
192600,2022-03-11,46.97
192601,2022-03-12,46.96
192602,2022-03-13,46.96
192603,2022-03-14,46.96
192604,2022-03-15,46.96
192605,2022-03-16,49.34
192606,2022-03-17,49.34
192607,2022-03-18,49.33
192608,2022-03-19,49.33
192609,2022-03-20,49.33
192610,2022-03-21,49.33
192611,2022-03-22,49.32
192612,2022-03-23,49.32
192613,2022-03-24,49.32
192614,2022-03-25,49.31
192615,2022-03-26,49.31
192616,2022-03-27,49.31
192617,2022-03-28,49.31
192618,2022-03-29,49.3
192619,2022-03-30,43.32
192620,2022-03-31,43.31
192621,2022-04-01,43.31
192622,2022-04-02,43.31
192623,2022-04-03,43.31
192624,2022-04-04,43.3
192625,2022-04-05,43.3
192626,2022-04-06,43.3
192627,2022-04-07,43.3
192628,2022-04-08,43.29
192629,2022-04-09,43.29
192630,2022-04-10,43.29
192631,2022-04-11,43.29
192632,2022-04-12,43.29
192633,2022-04-13,43.28
192634,2022-04-14,43.28
192635,2022-04-15,43.28
192636,2022-04-16,43.28
192637,2022-04-17,43.28
192638,2022-04-18,43.28
192639,2022-04-19,43.27
192640,2022-04-20,43.27
192641,2022-04-21,42.08
192642,2022-04-22,42.07
192643,2022-04-23,42.07
192644,2022-04-24,42.07
192645,2022-04-25,42.07
192646,2022-04-26,42.07
192647,2022-04-27,42.07
192648,2022-04-28,42.06
192649,2022-04-29,42.06
192650,2022-04-30,42.06
192651,2022-05-01,42.06
192652,2022-05-02,42.06
192653,2022-05-03,42.05
192654,2022-05-04,42.05
192655,2022-05-05,42.05
192656,2022-05-06,42.05
192657,2022-05-07,42.05
192658,2022-05-08,42.05
192659,2022-05-09,42.04
192660,2022-05-10,42.04
192661,2022-05-11,41.15
192662,2022-05-12,41.15
192663,2022-05-13,41.15
192664,2022-05-14,41.15
192665,2022-05-15,41.15
192666,2022-05-16,41.14
192667,2022-05-17,41.14
192668,2022-05-18,41.14
192669,2022-05-19,41.14
192670,2022-05-20,41.14
192671,2022-05-21,41.14
192672,2022-05-22,41.14
192673,2022-05-23,41.13
192674,2022-05-24,41.13
192675,2022-05-25,41.13
192676,2022-05-26,41.13
192677,2022-05-27,41.13
192678,2022-05-28,41.13
192679,2022-05-29,41.13
192680,2022-05-30,41.13
192681,2022-05-31,41.12
192682,2022-06-01,41.12
192683,2022-06-02,41.12
192684,2022-06-03,41.12
192685,2022-06-04,41.12
192686,2022-06-05,44.69
192687,2022-06-06,44.69
192688,2022-06-07,44.69
192689,2022-06-08,44.68
192690,2022-06-09,44.68
192691,2022-06-10,44.68
192692,2022-06-11,44.68
192693,2022-06-12,44.68
192694,2022-06-13,44.68
192695,2022-06-14,44.68
192696,2022-06-15,44.68
192697,2022-06-16,44.68
192698,2022-06-17,44.67
192699,2022-06-18,44.67
192700,2022-06-19,44.67
192701,2022-06-20,44.67
192702,2022-06-21,44.67
192703,2022-06-22,44.67
192704,2022-06-23,44.67
192705,2022-06-24,44.67
192706,2022-06-25,44.67
192707,2022-06-26,44.67
192708,2022-06-27,44.67
192709,2022-06-28,44.66
192710,2022-06-29,44.66
192711,2022-06-30,44.66
192712,2022-07-01,44.66
192713,2022-07-02,44.66
192714,2022-07-03,44.66
192715,2022-07-04,44.66
192716,2022-07-05,44.66
192717,2022-07-06,44.66
192718,2022-07-07,44.66
192719,2022-07-08,43.88
192720,2022-07-09,43.88
192721,2022-07-10,43.88
192722,2022-07-11,43.88
192723,2022-07-12,43.88
192724,2022-07-13,43.88
192725,2022-07-14,43.87
192726,2022-07-15,43.87
192727,2022-07-16,43.87
192728,2022-07-17,43.87
192729,2022-07-18,43.87
192730,2022-07-19,43.87
192731,2022-07-20,43.87
192732,2022-07-21,43.87
192733,2022-07-22,43.87
192734,2022-07-23,43.87
192735,2022-07-24,43.86
192736,2022-07-25,43.86
192737,2022-07-26,43.86
192738,2022-07-27,43.86
192739,2022-07-28,43.86
192740,2022-07-29,43.86
192741,2022-07-30,43.86
192742,2022-07-31,43.86
192743,2022-08-01,43.86
192744,2022-08-02,45.05
192745,2022-08-03,45.04
192746,2022-08-04,45.04
192747,2022-08-05,45.04
192748,2022-08-06,45.04
192749,2022-08-07,45.04
192750,2022-08-08,45.04
192751,2022-08-09,45.04
192752,2022-08-10,45.04
192753,2022-08-11,45.04
192754,2022-08-12,45.04
192755,2022-08-13,45.04
192756,2022-08-14,45.04
192757,2022-08-15,45.03
192758,2022-08-16,45.03
192759,2022-08-17,39.68
192760,2022-08-18,39.68
192761,2022-08-19,39.68
192762,2022-08-20,39.68
192763,2022-08-21,39.68
192764,2022-08-22,39.68
192765,2022-08-23,39.68
192766,2022-08-24,39.67
192767,2022-08-25,39.67
192768,2022-08-26,39.67
192769,2022-08-27,39.67
192770,2022-08-28,39.67
192771,2022-08-29,39.67
192772,2022-08-30,39.67
192773,2022-08-31,39.67
192774,2022-09-01,39.67
192775,2022-09-02,39.67
192776,2022-09-03,39.67
192777,2022-09-04,39.67
192778,2022-09-05,39.67
192779,2022-09-06,39.67
192780,2022-09-07,39.67
192781,2022-09-08,39.66
192782,2022-09-09,39.66
192783,2022-09-10,39.66
192784,2022-09-11,39.66
192785,2022-09-12,39.66
192786,2022-09-13,39.66
192787,2022-09-14,39.66
192788,2022-09-15,39.66
192789,2022-09-16,39.65
192790,2022-09-17,39.65
192791,2022-09-18,39.65
192792,2022-09-19,39.65
192793,2022-09-20,39.65
192794,2022-09-21,39.65
192795,2022-09-22,39.65
192796,2022-09-23,39.64
192797,2022-09-24,39.64
192798,2022-09-25,39.64
192799,2022-09-26,39.64
192800,2022-09-27,39.64
192801,2022-09-28,39.64
192802,2022-09-29,39.64
192803,2022-09-30,39.64
192804,2022-10-01,39.63
192805,2022-10-02,39.63
192806,2022-10-03,39.63
192807,2022-10-04,39.63
192808,2022-10-05,39.63
192809,2022-10-06,39.63
192810,2022-10-07,39.63
192811,2022-10-08,39.62
192812,2022-10-09,39.62
192813,2022-10-10,39.62
192814,2022-10-11,39.62
192815,2022-10-12,39.62
192816,2022-10-13,39.62
192817,2022-10-14,39.62
192818,2022-10-15,39.62
192819,2022-10-16,39.61
192820,2022-10-17,39.61
192821,2022-10-18,39.61
192822,2022-10-19,39.61
192823,2022-10-20,39.61
192824,2022-10-21,39.61
192825,2022-10-22,39.61
192826,2022-10-23,39.6
192827,2022-10-24,39.6
192828,2022-10-25,39.6
192829,2022-10-26,39.6
192830,2022-10-27,39.6
192831,2022-10-28,39.6
192832,2022-10-29,39.6
192833,2022-10-30,39.6
192834,2022-10-31,39.59
192835,2022-11-01,42.61
192836,2022-11-02,42.6
192837,2022-11-03,42.6
192838,2022-11-04,42.6
192839,2022-11-05,42.6
192840,2022-11-06,42.6
192841,2022-11-07,42.6
192842,2022-11-08,42.6
192843,2022-11-09,42.6
192844,2022-11-10,42.6
192845,2022-11-11,42.6
192846,2022-11-12,42.6
192847,2022-11-13,42.59
192848,2022-11-14,42.59
192849,2022-11-15,42.59
192850,2022-11-16,42.59
192851,2022-11-17,42.59
192852,2022-11-18,42.59
192853,2022-11-19,42.59
192854,2022-11-20,42.59
192855,2022-11-21,42.59
192856,2022-11-22,42.59
192857,2022-11-23,42.59
192858,2022-11-24,42.59
192859,2022-11-25,42.59
192860,2022-11-26,42.59
192861,2022-11-27,42.59
192862,2022-11-28,42.59
192863,2022-11-29,42.58
192864,2022-11-30,42.58
192865,2022-12-01,42.58
192866,2022-12-02,42.58
192867,2022-12-03,42.58
192868,2022-12-04,42.58
192869,2022-12-05,42.58
192870,2022-12-06,42.58
192871,2022-12-07,42.58
192872,2022-12-08,42.58
192873,2022-12-09,42.58
192874,2022-12-10,42.58
192875,2022-12-11,42.58
192876,2022-12-12,42.58
192877,2022-12-13,42.58
192878,2022-12-14,42.58
192879,2022-12-15,42.57
192880,2022-12-16,42.57
192881,2022-12-17,42.57
192882,2022-12-18,42.57
192883,2022-12-19,42.57
192884,2022-12-20,42.57
192885,2022-12-21,42.57
192886,2022-12-22,42.57
192887,2022-12-23,42.57
192888,2022-12-24,42.57
192889,2022-12-25,42.57
192890,2022-12-26,42.57
192891,2022-12-27,42.57
192892,2022-12-28,42.57
192893,2022-12-29,42.57
192894,2022-12-30,42.57
192895,2022-12-31,43.46
